File Name,Hearing Date,Decision Date,Case Number,Address,Type,Section,Description,Decision,OCR Flag
4635 BUTLER ST - 80-P-314 - ZBA CASE 168-19.pdf,"August 15, 2019","September 27, 2019",168 of 2019,4635 Butler Street,Variance, | 904.02.B.2,area; 55% requested,"Decision: The Applicant's request for special exceptions pursuant to Code Sections 911.02 and916.09 and a variance from Code Section 904.02.B.2 is hereby APPROVED, subjectto the following conditions:. The Port Authority Job Perks Program shall be made available to all eligibleemployees;. Incentives shall be provided to patrons who bike or use ride-sharing services to thebar and/or restaurant;. Any amplified music shall be limited to the boundaries of the site;. The outdoor areas shall close by 11 p.m. on Sundays through Thursdays, and by 12a.m. on Fridays and Saturdays;. The community groups shall be provided with reasonable advance notice of anylarge outdoor events/entertainment; andUse of the outdoor areas shall comply with the occupancy limitations on those areas.. Mitinger, ChairLaShawn Burton-Faulk John J. Richardson(oe",True
4635 BUTLER ST - 80-P-314 - ZBA CASE 168-19.pdf,"August 15, 2019","September 27, 2019",168 of 2019,4635 Butler Street,Special Exception,911.02,Use as restaurant (general),"Decision: The Applicant's request for special exceptions pursuant to Code Sections 911.02 and916.09 and a variance from Code Section 904.02.B.2 is hereby APPROVED, subjectto the following conditions:. The Port Authority Job Perks Program shall be made available to all eligibleemployees;. Incentives shall be provided to patrons who bike or use ride-sharing services to thebar and/or restaurant;. Any amplified music shall be limited to the boundaries of the site;. The outdoor areas shall close by 11 p.m. on Sundays through Thursdays, and by 12a.m. on Fridays and Saturdays;. The community groups shall be provided with reasonable advance notice of anylarge outdoor events/entertainment; andUse of the outdoor areas shall comply with the occupancy limitations on those areas.. Mitinger, ChairLaShawn Burton-Faulk John J. Richardson(oe",True
4635 BUTLER ST - 80-P-314 - ZBA CASE 168-19.pdf,"August 15, 2019","September 27, 2019",168 of 2019,4635 Butler Street,Special Exception:,916.02.A.6,"The minimum residential compatible rear setback is 15’, 0’ requested","Decision: The Applicant's request for special exceptions pursuant to Code Sections 911.02 and916.09 and a variance from Code Section 904.02.B.2 is hereby APPROVED, subjectto the following conditions:. The Port Authority Job Perks Program shall be made available to all eligibleemployees;. Incentives shall be provided to patrons who bike or use ride-sharing services to thebar and/or restaurant;. Any amplified music shall be limited to the boundaries of the site;. The outdoor areas shall close by 11 p.m. on Sundays through Thursdays, and by 12a.m. on Fridays and Saturdays;. The community groups shall be provided with reasonable advance notice of anylarge outdoor events/entertainment; andUse of the outdoor areas shall comply with the occupancy limitations on those areas.. Mitinger, ChairLaShawn Burton-Faulk John J. Richardson(oe",True
4635 Butler Street - 80-P-314 - Case 227 of 2020.pdf,"December 3, 2020 (Virtual Hearing)","January 15, 2021",227 of 2020,4635 Butler Street,Variance, Section 912.01,Accessory use (dumpster) is not located on the same lot as the primary structure,"Decision: The Applicant’s request for a special exception/waiver pursuant to Sections916.04.B and 916.09 and variances from Sections 912.01 and 918.02.B.1.b toallow use of a portion of Parcel No. 90-P-205 for a dumpster for the restaurantuse on Parcel No. 80-P-314, is hereby APPROVED, subject to the conditionsthat the slats are used for the chain link fencing and that landscaping isprovided, as described to the Board.",False
4635 Butler Street - 80-P-314 - Case 227 of 2020.pdf,"December 3, 2020 (Virtual Hearing)","January 15, 2021",227 of 2020,4635 Butler Street,Variance,Section 918.03.B.1.b,Chain link fences with slats permitted only within GI Districts,"Decision: The Applicant’s request for a special exception/waiver pursuant to Sections916.04.B and 916.09 and variances from Sections 912.01 and 918.02.B.1.b toallow use of a portion of Parcel No. 90-P-205 for a dumpster for the restaurantuse on Parcel No. 80-P-314, is hereby APPROVED, subject to the conditionsthat the slats are used for the chain link fencing and that landscaping isprovided, as described to the Board.",False
4635 Butler Street - 80-P-314 - Case 227 of 2020.pdf,"December 3, 2020 (Virtual Hearing)","January 15, 2021",227 of 2020,4635 Butler Street,Variance,Section 918.03.B.1.b,Dumpster not permitted within 30’ of a residentially zoned,"Decision: The Applicant’s request for a special exception/waiver pursuant to Sections916.04.B and 916.09 and variances from Sections 912.01 and 918.02.B.1.b toallow use of a portion of Parcel No. 90-P-205 for a dumpster for the restaurantuse on Parcel No. 80-P-314, is hereby APPROVED, subject to the conditionsthat the slats are used for the chain link fencing and that landscaping isprovided, as described to the Board.",False
4635 Butler Street - 80-P-314 - Case 227 of 2020.pdf,"December 3, 2020 (Virtual Hearing)","January 15, 2021",227 of 2020,4635 Butler Street,Special Exception (waiver),Section 916.04.B/916.09,property,"Decision: The Applicant’s request for a special exception/waiver pursuant to Sections916.04.B and 916.09 and variances from Sections 912.01 and 918.02.B.1.b toallow use of a portion of Parcel No. 90-P-205 for a dumpster for the restaurantuse on Parcel No. 80-P-314, is hereby APPROVED, subject to the conditionsthat the slats are used for the chain link fencing and that landscaping isprovided, as described to the Board.",False
464 WILLIAM ST - 154-16.pdf,"April 21, 2016","June 16,.2016",154 of 2016,464 William St,None found,None found,None found,Decision: The Applicant's request for a dimensional variance from Code 905.01.C.2 is herebyAPPROVED.ichardson Bb —,True
4642 HATFIELD ST - 0080-K-00145-  -00 - ZBA CASE 252 OF 2002.pdf,,,,,None found,None found,None found,,True
4642 HATFIELD ST - 359-17.pdf,,"February 8, 2018",359 of 2017,4642 Hatfield Street,Variance, 903.03.E.2,Minimum 5ft front setback required and Oft requested (rooftop deck for structure on Parcel No. 7),"Decision: The Applicant’s request for variances from Code Sections 903.03.E.2 and 912.04.B ishereby DENIED.|a stanealAlice B. Mitinger, ChairJohn J. Righardson",True
4642 HATFIELD ST - 359-17.pdf,,"February 8, 2018",359 of 2017,4642 Hatfield Street,Variance, 903.03.E.2,Minimum 15ft rear setback required and 10ft requested for structure on Parcel No. 2,"Decision: The Applicant’s request for variances from Code Sections 903.03.E.2 and 912.04.B ishereby DENIED.|a stanealAlice B. Mitinger, ChairJohn J. Righardson",True
4642 HATFIELD ST - 359-17.pdf,,"February 8, 2018",359 of 2017,4642 Hatfield Street,Variance, 903.03.E.2,Minimum 5ft rear setba ck required and 2.5ft requested(existing,"Decision: The Applicant’s request for variances from Code Sections 903.03.E.2 and 912.04.B ishereby DENIED.|a stanealAlice B. Mitinger, ChairJohn J. Righardson",True
4652 Friendship Ave - 50-N-51- Case 167 of 2020.pdf,"October 1, 2020 (Virtual Hearing)","January 15, 2021",167 of 2020,4652 Friendship Ave,Variance, Section 903.03.E.2,"15’ front setback required, 0’ requested for all structures","Decision: The Applicants request for variances from Section 903.03.E.2 is herebyAPPROVEDRECUSEDAlice B. Mitinger, Chair",False
4652 Friendship Ave - 50-N-51- Case 167 of 2020.pdf,"October 1, 2020 (Virtual Hearing)","January 15, 2021",167 of 2020,4652 Friendship Ave,Variance, Section 903.03.E.2,"1,800 sf minimum lot size, subdivision of subject property into five lots with areas of 922 sf, 1,029 sf, 1,136 sf, 1,440 sf and 1,587 sf requested","Decision: The Applicants request for variances from Section 903.03.E.2 is herebyAPPROVEDRECUSEDAlice B. Mitinger, Chair",False
4652 Friendship Ave - 50-N-51- Case 167 of 2020.pdf,"October 1, 2020 (Virtual Hearing)","January 15, 2021",167 of 2020,4652 Friendship Ave,Variance, Section 903.03.E.2,"15’ rear setback required, 4’8” and 9’11” requested","Decision: The Applicants request for variances from Section 903.03.E.2 is herebyAPPROVEDRECUSEDAlice B. Mitinger, Chair",False
4656 BROWNS HILL RD  270-14.pdf,"November 6, 2014","December 11, 2014",270 of 2014,4638(4656) Browns Hill Rd,Special Exception, 911.04.A.67,Use of laundry services is a Special Exception in NDI Zoning District,"Decision: The Applicant’s request for special exception approval pursuant to Code Section911.04.A.67 is hereby APPROVED.RECUSEDAlice B. Mitinger, Chair",True
4664 BROWNS HILL RD - 063-16.pdf,"February 11, 2016","April 14, 2016",63 of 2016,4664 Browns Hill Rd,Variance, 919.03.M.3(a),frontage and 2 128 sf signs proposed,"Decision: The Applicant's request for dimensional variances from Code Section 919.03.M.3(a),919.03.M.3(b), and 919.03.M.3(e) are hereby APPROVED.—-aaLaShawn Burton-FaulkJohn J. Richardson“oF",True
46th & DAVISON ST - 414A-16.pdf,"March 16, 2017","- April 20, 2017",,,Variance, 903.03.D.2,(lot4),Decision: The Applicant’s request for variances from Code Section 903.03.D.s is herebyAPPROVED.,True
46th & DAVISON ST - 414A-16.pdf,"March 16, 2017","- April 20, 2017",,,Variance, 903.03.D.2,Minimum 5ft interior side setback required and Oft requested (rooftop decks and rear decks,Decision: The Applicant’s request for variances from Code Section 903.03.D.s is herebyAPPROVED.,True
47 Bailey Aven - 179 of 2024.pdf,"February 20, 2025","March 26, 2025",179 of 2024,47 Bailey Avenue,Variance, Section 911.02,“Meadery” is an unlisted use not permitted in the LNC District,"Decision: The Applicant’s request for a variance from Section 911.02 to allow the use ofthe Subject Property for an unlisted meadery use is hereby APPROVED,subject to the conditions that the meadery shall receive all necessaryapprovals from the Pennsylvania Liquor Control Board and that if the nature ofthe production operations changes or expands, additional approvals may berequired.",False
4700 ELLSWORTH AVE - 180-17.pdf,"; June 8, 2017","July 20, 2017",180 of 2017,4700 Ellsworth Avenue,Variance/Spe, cial 912.04.B,Minimum 5ft rear setback required and Oft requested,Decision: The Applicant’s request for a variance from Code Section 912.04.B is herebyAPPROVED.,True
4709 BAUM BLVD  148-14.pdf,"July 10, 2014","August 7, 2014",,,Variance, 916.02. A.6,Street),"Decision:special exception under Code Section 911.02 are hereby APPROVED WITH THEFOLLOWING CONDITION subject to the opinion of the Zoning Board of Adjustment:1. Applicant must a landscaping plan to the Zoning Administrator for review andapproval.(KA bAA AtB. Mitinger,John J. hardson",True
4709 BAUM BLVD  148-14.pdf,"July 10, 2014","August 7, 2014",,,Special Exception,911.02,Vehicle/equipment sales (general) is a Special Exception in LNC zoning district,"Decision:special exception under Code Section 911.02 are hereby APPROVED WITH THEFOLLOWING CONDITION subject to the opinion of the Zoning Board of Adjustment:1. Applicant must a landscaping plan to the Zoning Administrator for review andapproval.(KA bAA AtB. Mitinger,John J. hardson",True
4711 BUTLER ST - 004-18.pdf,"January 11, 2018","February 15, 2018",4 of 2018,4711 Butler Street,Variance, 919.03.0.3,recone non-advertising signs are not permitted in LNC zoning,"Decision: For the foregoing reasons, the Applicant’s request for approval of the proposedsignage is DENIED.",True
4711 BUTLER ST - 004-18.pdf,"January 11, 2018","February 15, 2018",4 of 2018,4711 Butler Street,Variance, 919.03.0.3,istrict,"Decision: For the foregoing reasons, the Applicant’s request for approval of the proposedsignage is DENIED.",True
4713 Chatsworth St - 073-18.pdf,"April 12, 2018","June 7, 2018",73 of 2018,4713 Chatsworth Street,Special Exception, 921.02.A.4,Change from a one nonconforming use to another is a Special Exception,Decision: The Applicant's request for a special exception pursuant to Code Section 921.02.A.4is hereby APPROVED.2,False
4713 Chatsworth St - 56-B-222 - Case 128-20.pdf,"August 13, 2020 (Virtual Hearing)","September 24, 2020",128 of 2020,4713 Chatsworth Avenue,Special Exception, Section 921.02.A.4,Change of nonconforming use,"Decision: The Applicant’s request for a special exception pursuant to Section 921.02.A.4is hereby APPROVED, subject to the conditions that operations of the schoolshall be generally as described to the Board and that the enrollment shall notexceed a maximum of 100 students.",False
